time_ps,lam,W_kcal,planarity_A,radius_A,radiusCV,axial_span_A,n_engaged
3504.00,0.876,14.079,0.743,25.501,0.0181,4.034,4
3512.00,0.878,14.120,0.738,25.484,0.0233,3.991,5
3520.00,0.880,14.167,0.747,25.452,0.0210,3.998,5
3528.00,0.882,14.318,0.664,25.522,0.0195,3.705,4
3536.00,0.884,14.310,0.781,25.558,0.0157,4.166,5
3544.00,0.886,14.303,0.823,25.488,0.0174,4.245,5
3552.00,0.888,14.320,0.749,25.611,0.0197,4.084,5
3560.00,0.890,14.390,0.764,25.574,0.0177,4.039,5
3568.00,0.892,14.424,0.691,25.559,0.0214,3.972,5
3576.00,0.894,14.478,0.731,25.454,0.0240,4.010,5
3584.00,0.896,14.578,0.767,25.460,0.0204,4.008,5
3592.00,0.898,14.715,0.692,25.573,0.0183,3.834,5
3600.00,0.900,14.721,0.751,25.588,0.0175,4.150,5
3608.00,0.902,14.752,0.763,25.489,0.0181,4.134,5
3616.00,0.904,14.809,0.823,25.572,0.0232,4.188,5
3624.00,0.906,14.772,0.828,25.600,0.0204,4.353,4
3632.00,0.908,14.870,0.780,25.511,0.0216,4.065,4
3640.00,0.910,14.925,0.737,25.623,0.0197,4.076,5
3648.00,0.912,14.977,0.760,25.570,0.0228,4.129,5
3656.00,0.914,15.052,0.783,25.552,0.0203,4.129,5
3664.00,0.916,15.174,0.719,25.506,0.0219,3.947,5
3672.00,0.918,15.252,0.781,25.576,0.0233,4.131,5
3680.00,0.920,15.321,0.721,25.554,0.0247,4.046,5
3688.00,0.922,15.396,0.783,25.546,0.0233,4.154,5
3696.00,0.924,15.367,0.769,25.575,0.0225,4.300,5
3704.00,0.926,15.421,0.733,25.624,0.0223,4.118,4
3712.00,0.928,15.426,0.876,25.606,0.0203,4.438,4
3720.00,0.930,15.551,0.797,25.553,0.0230,4.123,4
3728.00,0.932,15.607,0.833,25.524,0.0234,4.292,5
3736.00,0.934,15.676,0.803,25.593,0.0245,4.230,4
3744.00,0.936,15.640,0.874,25.575,0.0252,4.530,5
3752.00,0.938,15.690,0.784,25.553,0.0207,4.242,5
3760.00,0.940,15.808,0.745,25.583,0.0223,4.078,5
3768.00,0.942,15.990,0.761,25.596,0.0211,4.015,5
3776.00,0.944,16.059,0.791,25.543,0.0214,4.258,5
3784.00,0.946,16.050,0.753,25.622,0.0241,4.320,5
3792.00,0.948,16.064,0.746,25.610,0.0247,4.273,5
3800.00,0.950,16.093,0.723,25.573,0.0216,4.218,5
3808.00,0.952,16.153,0.802,25.490,0.0237,4.305,5
3816.00,0.954,16.217,0.785,25.534,0.0207,4.281,5
3824.00,0.956,16.207,0.843,25.670,0.0223,4.490,4
3832.00,0.958,16.256,0.797,25.645,0.0242,4.329,4
3840.00,0.960,16.243,0.845,25.574,0.0245,4.514,5
3848.00,0.962,16.312,0.739,25.543,0.0237,4.217,5
3856.00,0.964,16.310,0.800,25.599,0.0226,4.435,5
3864.00,0.966,16.456,0.739,25.621,0.0204,4.116,5
3872.00,0.968,16.447,0.858,25.537,0.0216,4.556,5
3880.00,0.970,16.532,0.820,25.542,0.0246,4.344,5
3888.00,0.972,16.679,0.823,25.595,0.0248,4.268,5
3896.00,0.974,16.732,0.806,25.616,0.0218,4.393,5
3904.00,0.976,16.829,0.772,25.589,0.0196,4.277,5
3912.00,0.978,16.876,0.793,25.567,0.0210,4.404,5
3920.00,0.980,16.904,0.825,25.624,0.0233,4.479,5
3928.00,0.982,16.896,0.865,25.549,0.0209,4.614,5
3936.00,0.984,16.944,0.848,25.573,0.0243,4.504,5
3944.00,0.986,17.006,0.801,25.579,0.0240,4.410,5
3952.00,0.988,17.025,0.833,25.592,0.0227,4.538,5
3960.00,0.990,17.164,0.825,25.612,0.0217,4.339,5
3968.00,0.992,17.211,0.826,25.651,0.0232,4.492,5
3976.00,0.994,17.233,0.842,25.543,0.0232,4.564,5
3984.00,0.996,17.258,0.812,25.638,0.0214,4.522,5
3992.00,0.998,17.291,0.798,25.648,0.0223,4.485,5
4000.00,1.000,17.331,0.874,25.617,0.0227,4.605,4
4008.00,0.998,17.330,0.838,25.691,0.0215,4.611,5
4016.00,0.996,17.288,0.806,25.632,0.0210,4.487,5
4024.00,0.994,17.214,0.824,25.631,0.0251,4.461,5
4032.00,0.992,17.142,0.859,25.632,0.0243,4.517,5
4040.00,0.990,17.057,0.811,25.585,0.0247,4.400,5
4048.00,0.988,17.123,0.917,25.585,0.0215,4.812,4
4056.00,0.986,17.071,0.825,25.574,0.0198,4.461,5
4064.00,0.984,17.045,0.794,25.435,0.0239,4.443,5
4072.00,0.982,17.010,0.883,25.515,0.0217,4.576,5
4080.00,0.980,16.981,0.813,25.478,0.0199,4.476,5
4088.00,0.978,16.962,0.836,25.443,0.0220,4.522,5
4096.00,0.976,16.843,0.812,25.472,0.0258,4.306,5
4104.00,0.974,16.912,0.922,25.537,0.0238,4.785,5
4112.00,0.972,16.872,0.858,25.437,0.0234,4.501,5
4120.00,0.970,16.718,0.769,25.477,0.0226,4.172,5
4128.00,0.968,16.606,0.814,25.520,0.0230,4.303,4
4136.00,0.966,16.542,0.784,25.472,0.0203,4.319,4
4144.00,0.964,16.380,0.772,25.586,0.0226,4.139,4
4152.00,0.962,16.289,0.776,25.722,0.0244,4.252,5
4160.00,0.960,16.264,0.829,25.701,0.0192,4.443,5
4168.00,0.958,16.202,0.761,25.705,0.0209,4.269,5
4176.00,0.956,16.105,0.779,25.579,0.0190,4.235,5
4184.00,0.954,16.069,0.788,25.646,0.0235,4.332,5
4192.00,0.952,15.998,0.760,25.564,0.0206,4.225,5
4200.00,0.950,15.968,0.778,25.627,0.0211,4.317,5
4208.00,0.948,15.860,0.785,25.649,0.0208,4.193,5
4216.00,0.946,15.835,0.851,25.487,0.0212,4.429,5
4224.00,0.944,15.820,0.795,25.657,0.0229,4.343,5
4232.00,0.942,15.802,0.787,25.634,0.0177,4.324,5
4240.00,0.940,15.719,0.786,25.473,0.0210,4.209,5
4248.00,0.938,15.657,0.783,25.527,0.0173,4.231,5
4256.00,0.936,15.639,0.764,25.617,0.0192,4.267,5
4264.00,0.934,15.570,0.772,25.652,0.0180,4.194,5
4272.00,0.932,15.563,0.764,25.605,0.0207,4.262,5
4280.00,0.930,15.602,0.804,25.564,0.0174,4.402,5
4288.00,0.928,15.572,0.833,25.582,0.0189,4.332,5
4296.00,0.926,15.514,0.794,25.592,0.0190,4.215,4
4304.00,0.924,15.467,0.809,25.540,0.0214,4.250,5
4312.00,0.922,15.364,0.709,25.584,0.0202,3.990,5
4320.00,0.920,15.308,0.833,25.620,0.0197,4.267,5
4328.00,0.918,15.250,0.765,25.518,0.0188,4.150,5
4336.00,0.916,15.247,0.784,25.516,0.0185,4.251,5
4344.00,0.914,15.165,0.799,25.449,0.0176,4.158,5
4352.00,0.912,15.068,0.816,25.464,0.0189,4.153,5
4360.00,0.910,15.034,0.782,25.560,0.0186,4.189,5
4368.00,0.908,14.989,0.784,25.549,0.0168,4.170,5
4376.00,0.906,14.953,0.784,25.507,0.0170,4.178,5
4384.00,0.904,14.974,0.776,25.521,0.0159,4.243,5
4392.00,0.902,14.978,0.737,25.562,0.0181,4.142,5
4400.00,0.900,15.005,0.759,25.489,0.0187,4.207,5
4408.00,0.898,14.969,0.759,25.541,0.0178,4.106,4
4416.00,0.896,14.906,0.774,25.470,0.0199,4.072,5
4424.00,0.894,14.798,0.783,25.406,0.0191,4.012,5
4432.00,0.892,14.761,0.820,25.442,0.0179,4.187,5
4440.00,0.890,14.791,0.763,25.570,0.0194,4.188,5
4448.00,0.888,14.733,0.790,25.308,0.0183,4.093,5
4456.00,0.886,14.702,0.736,25.425,0.0203,4.036,5
4464.00,0.884,14.689,0.742,25.438,0.0197,4.068,4
4472.00,0.882,14.683,0.825,25.589,0.0152,4.214,4
4480.00,0.880,14.626,0.674,25.440,0.0184,3.875,4
4488.00,0.878,14.609,0.725,25.534,0.0187,4.017,4
4496.00,0.876,14.507,0.730,25.582,0.0155,3.892,5
4504.00,0.874,14.526,0.791,25.574,0.0209,4.172,4
4512.00,0.872,14.506,0.787,25.639,0.0172,4.106,4
4520.00,0.870,14.443,0.683,25.513,0.0170,3.846,5
4528.00,0.868,14.452,0.793,25.559,0.0168,4.131,5
4536.00,0.866,14.481,0.778,25.515,0.0186,4.138,4
4544.00,0.864,14.436,0.750,25.461,0.0221,3.965,4
4552.00,0.862,14.333,0.746,25.501,0.0211,3.856,4
4560.00,0.860,14.220,0.719,25.520,0.0193,3.798,4
4568.00,0.858,14.145,0.721,25.608,0.0193,3.852,4
4576.00,0.856,14.154,0.775,25.454,0.0199,4.052,5
4584.00,0.854,14.166,0.812,25.488,0.0187,4.119,4
4592.00,0.852,14.168,0.798,25.546,0.0155,4.084,5
4600.00,0.850,14.213,0.759,25.566,0.0188,4.076,4
4608.00,0.848,14.145,0.691,25.564,0.0184,3.784,5
4616.00,0.846,14.086,0.674,25.561,0.0196,3.763,4
4624.00,0.844,14.095,0.729,25.591,0.0173,3.961,4
4632.00,0.842,14.073,0.699,25.624,0.0170,3.855,5
4640.00,0.840,14.026,0.707,25.544,0.0198,3.814,4
4648.00,0.838,14.076,0.737,25.572,0.0182,3.993,4
4656.00,0.836,14.078,0.733,25.582,0.0175,3.928,5
4664.00,0.834,14.051,0.663,25.529,0.0179,3.755,4
4672.00,0.832,14.051,0.766,25.515,0.0199,3.963,4
4680.00,0.830,14.034,0.709,25.501,0.0188,3.826,4
4688.00,0.828,14.016,0.743,25.473,0.0155,3.888,4
4696.00,0.826,14.070,0.750,25.506,0.0193,4.009,4
4704.00,0.824,14.092,0.717,25.590,0.0183,3.886,4
4712.00,0.822,14.099,0.733,25.518,0.0182,3.888,4
4720.00,0.820,13.984,0.747,25.499,0.0180,3.713,4
4728.00,0.818,13.999,0.691,25.586,0.0156,3.824,4
4736.00,0.816,14.066,0.778,25.499,0.0179,4.023,5
4744.00,0.814,14.033,0.722,25.428,0.0151,3.785,4
4752.00,0.812,13.997,0.692,25.391,0.0174,3.717,5
4760.00,0.810,13.900,0.687,25.454,0.0184,3.612,4
4768.00,0.808,13.882,0.784,25.397,0.0168,3.887,4
4776.00,0.806,13.875,0.745,25.364,0.0172,3.833,4
4784.00,0.804,13.896,0.757,25.427,0.0194,3.875,5
4792.00,0.802,13.875,0.742,25.505,0.0174,3.786,5
4800.00,0.800,13.815,0.700,25.486,0.0166,3.650,4
4808.00,0.798,13.861,0.726,25.521,0.0186,3.856,4
4816.00,0.796,13.853,0.703,25.506,0.0187,3.725,4
4824.00,0.794,13.822,0.715,25.502,0.0184,3.696,4
4832.00,0.792,13.812,0.683,25.552,0.0175,3.671,5
4840.00,0.790,13.804,0.714,25.532,0.0168,3.728,4
4848.00,0.788,13.815,0.711,25.503,0.0157,3.737,4
4856.00,0.786,13.787,0.717,25.510,0.0142,3.675,4
4864.00,0.784,13.706,0.658,25.518,0.0164,3.481,5
4872.00,0.782,13.622,0.658,25.488,0.0171,3.492,4
4880.00,0.780,13.578,0.643,25.447,0.0165,3.505,4
4888.00,0.778,13.562,0.667,25.425,0.0184,3.593,4
4896.00,0.776,13.549,0.687,25.497,0.0175,3.622,5
4904.00,0.774,13.448,0.634,25.338,0.0164,3.389,5
4912.00,0.772,13.399,0.658,25.338,0.0164,3.503,4
4920.00,0.770,13.298,0.609,25.400,0.0170,3.342,5
4928.00,0.768,13.274,0.644,25.387,0.0184,3.513,5
4936.00,0.766,13.281,0.635,25.502,0.0159,3.540,4
4944.00,0.764,13.271,0.660,25.521,0.0150,3.548,5
4952.00,0.762,13.233,0.662,25.464,0.0161,3.502,5
4960.00,0.760,13.203,0.727,25.513,0.0174,3.618,4
4968.00,0.758,13.145,0.677,25.536,0.0157,3.488,4
4976.00,0.756,13.058,0.679,25.508,0.0164,3.426,5
4984.00,0.754,13.014,0.645,25.460,0.0186,3.440,5
4992.00,0.752,12.946,0.641,25.574,0.0165,3.388,5
5000.00,0.750,12.884,0.657,25.559,0.0161,3.424,5
5008.00,0.748,12.860,0.662,25.487,0.0179,3.477,4
5016.00,0.746,12.804,0.668,25.576,0.0167,3.430,4
5024.00,0.744,12.737,0.657,25.576,0.0161,3.388,4
5032.00,0.742,12.809,0.693,25.613,0.0191,3.661,5
5040.00,0.740,12.781,0.619,25.592,0.0186,3.365,4
5048.00,0.738,12.762,0.671,25.510,0.0183,3.469,4
5056.00,0.736,12.677,0.630,25.569,0.0193,3.275,5
5064.00,0.734,12.658,0.659,25.500,0.0191,3.428,5
5072.00,0.732,12.624,0.671,25.556,0.0197,3.418,5
5080.00,0.730,12.637,0.699,25.564,0.0149,3.546,5
5088.00,0.728,12.669,0.622,25.645,0.0161,3.428,4
5096.00,0.726,12.724,0.697,25.617,0.0159,3.590,4
5104.00,0.724,12.809,0.587,25.562,0.0154,3.442,5
5112.00,0.722,12.828,0.646,25.667,0.0161,3.442,5
5120.00,0.720,12.827,0.667,25.680,0.0181,3.428,4
5128.00,0.718,12.789,0.715,25.635,0.0193,3.439,4
5136.00,0.716,12.740,0.593,25.662,0.0184,3.211,5
5144.00,0.714,12.742,0.670,25.557,0.0176,3.411,4
5152.00,0.712,12.669,0.590,25.582,0.0216,3.153,5
5160.00,0.710,12.625,0.650,25.568,0.0204,3.291,5
5168.00,0.708,12.551,0.638,25.605,0.0182,3.206,4
5176.00,0.706,12.455,0.582,25.524,0.0187,3.090,4
5184.00,0.704,12.349,0.596,25.525,0.0215,3.090,5
5192.00,0.702,12.407,0.669,25.501,0.0211,3.464,4
5200.00,0.700,12.460,0.684,25.581,0.0159,3.481,4
5208.00,0.698,12.517,0.630,25.589,0.0168,3.394,5
5216.00,0.696,12.384,0.549,25.600,0.0196,2.950,4
5224.00,0.694,12.395,0.617,25.567,0.0176,3.283,4
5232.00,0.692,12.296,0.605,25.630,0.0176,3.085,5
5240.00,0.690,12.227,0.630,25.619,0.0166,3.152,4
5248.00,0.688,12.098,0.558,25.518,0.0192,2.940,4
5256.00,0.686,12.152,0.608,25.555,0.0185,3.305,4
5264.00,0.684,12.201,0.631,25.541,0.0185,3.322,5
5272.00,0.682,12.129,0.557,25.562,0.0190,3.019,4
5280.00,0.680,12.163,0.671,25.580,0.0201,3.367,5
5288.00,0.678,12.133,0.616,25.522,0.0178,3.164,4
5296.00,0.676,12.084,0.615,25.531,0.0186,3.126,4
5304.00,0.674,12.062,0.607,25.520,0.0155,3.158,4
5312.00,0.672,12.044,0.561,25.555,0.0168,3.074,5
5320.00,0.670,12.014,0.579,25.603,0.0166,3.078,4
5328.00,0.668,12.002,0.641,25.508,0.0169,3.206,4
5336.00,0.666,11.925,0.596,25.597,0.0171,3.021,4
5344.00,0.664,11.878,0.645,25.637,0.0188,3.140,5
5352.00,0.662,11.826,0.621,25.523,0.0156,3.085,4
5360.00,0.660,11.796,0.574,25.654,0.0157,3.019,4
5368.00,0.658,11.736,0.607,25.576,0.0145,3.041,5
5376.00,0.656,11.703,0.560,25.570,0.0142,3.000,4
5384.00,0.654,11.687,0.630,25.592,0.0173,3.137,4
5392.00,0.652,11.695,0.585,25.601,0.0175,3.094,5
5400.00,0.650,11.692,0.622,25.560,0.0191,3.111,4
5408.00,0.648,11.681,0.624,25.556,0.0175,3.096,5
5416.00,0.646,11.658,0.588,25.573,0.0167,3.018,5
5424.00,0.644,11.574,0.581,25.518,0.0155,2.917,5
5432.00,0.642,11.545,0.561,25.588,0.0178,2.953,5
5440.00,0.640,11.463,0.556,25.463,0.0187,2.857,5
5448.00,0.638,11.470,0.612,25.519,0.0176,3.084,5
5456.00,0.636,11.506,0.589,25.580,0.0148,3.092,5
5464.00,0.634,11.449,0.564,25.592,0.0186,2.882,5
5472.00,0.632,11.405,0.596,25.577,0.0157,2.964,4
5480.00,0.630,11.479,0.609,25.508,0.0191,3.172,5
5488.00,0.628,11.491,0.507,25.532,0.0141,2.895,5
5496.00,0.626,11.440,0.508,25.638,0.0180,2.777,5
5504.00,0.624,11.467,0.581,25.640,0.0164,3.026,5
5512.00,0.622,11.504,0.571,25.643,0.0161,3.013,5
5520.00,0.620,11.504,0.605,25.646,0.0193,3.007,4
5528.00,0.618,11.583,0.589,25.599,0.0187,3.096,5
5536.00,0.616,11.659,0.606,25.607,0.0139,3.124,5
5544.00,0.614,11.678,0.567,25.586,0.0178,2.940,5
5552.00,0.612,11.689,0.542,25.539,0.0166,2.891,4
5560.00,0.610,11.643,0.570,25.480,0.0159,2.843,4
5568.00,0.608,11.689,0.565,25.549,0.0148,2.979,4
5576.00,0.606,11.781,0.605,25.563,0.0192,3.091,4
5584.00,0.604,11.911,0.601,25.550,0.0169,3.142,4
5592.00,0.602,11.888,0.529,25.642,0.0174,2.769,5
5600.00,0.600,11.927,0.579,25.594,0.0175,2.957,5
5608.00,0.598,11.910,0.544,25.553,0.0191,2.803,5
5616.00,0.596,11.954,0.540,25.719,0.0158,2.892,5
5624.00,0.594,11.912,0.501,25.645,0.0179,2.680,4
5632.00,0.592,11.835,0.530,25.529,0.0147,2.672,4
5640.00,0.590,11.837,0.529,25.555,0.0182,2.783,4
5648.00,0.588,11.803,0.535,25.533,0.0166,2.725,4
5656.00,0.586,11.807,0.485,25.586,0.0187,2.702,4
5664.00,0.584,11.769,0.561,25.631,0.0158,2.759,4
5672.00,0.582,11.755,0.512,25.517,0.0144,2.706,4
5680.00,0.580,11.706,0.534,25.555,0.0168,2.684,4
5688.00,0.578,11.730,0.580,25.639,0.0146,2.881,4
5696.00,0.576,11.740,0.508,25.485,0.0179,2.717,4
5704.00,0.574,11.738,0.538,25.604,0.0197,2.743,4
5712.00,0.572,11.721,0.533,25.534,0.0211,2.706,4
5720.00,0.570,11.700,0.459,25.574,0.0177,2.565,4
5728.00,0.568,11.670,0.516,25.623,0.0183,2.636,4
5736.00,0.566,11.665,0.462,25.573,0.0175,2.577,4
5744.00,0.564,11.672,0.542,25.516,0.0201,2.733,4
5752.00,0.562,11.712,0.537,25.491,0.0161,2.776,5
5760.00,0.560,11.774,0.483,25.503,0.0165,2.703,5
5768.00,0.558,11.739,0.507,25.559,0.0185,2.582,3
5776.00,0.556,11.788,0.525,25.670,0.0179,2.745,5
5784.00,0.554,11.825,0.504,25.632,0.0145,2.695,4
5792.00,0.552,11.867,0.587,25.612,0.0176,2.805,4
5800.00,0.550,11.895,0.514,25.688,0.0156,2.632,4
5808.00,0.548,11.905,0.579,25.541,0.0174,2.735,4
5816.00,0.546,11.862,0.506,25.464,0.0191,2.528,5
5824.00,0.544,11.840,0.457,25.554,0.0143,2.483,4
5832.00,0.542,11.798,0.488,25.609,0.0154,2.492,5
5840.00,0.540,11.808,0.536,25.571,0.0167,2.646,4
5848.00,0.538,11.871,0.533,25.560,0.0182,2.722,4
5856.00,0.536,11.864,0.489,25.536,0.0154,2.536,4
5864.00,0.534,11.897,0.597,25.557,0.0157,2.767,4
5872.00,0.532,11.960,0.513,25.535,0.0147,2.665,4
5880.00,0.530,11.904,0.498,25.527,0.0156,2.434,4
5888.00,0.528,11.898,0.535,25.577,0.0183,2.576,5
5896.00,0.526,11.952,0.538,25.568,0.0187,2.675,5
5904.00,0.524,11.936,0.478,25.587,0.0168,2.437,5
5912.00,0.522,11.956,0.504,25.549,0.0151,2.563,5
5920.00,0.520,11.989,0.471,25.591,0.0161,2.512,4
5928.00,0.518,11.971,0.514,25.619,0.0172,2.497,5
5936.00,0.516,11.973,0.521,25.601,0.0147,2.545,5
5944.00,0.514,11.924,0.520,25.661,0.0172,2.445,4
5952.00,0.512,11.946,0.528,25.633,0.0142,2.561,4
5960.00,0.510,11.934,0.502,25.571,0.0153,2.468,5
5968.00,0.508,11.939,0.434,25.539,0.0147,2.379,5
5976.00,0.506,11.915,0.478,25.600,0.0127,2.398,5
5984.00,0.504,12.034,0.507,25.633,0.0163,2.666,5
5992.00,0.502,12.032,0.503,25.562,0.0128,2.463,4
6000.00,0.500,12.025,0.478,25.632,0.0133,2.393,4
6008.00,0.498,12.013,0.461,25.685,0.0154,2.353,4
6016.00,0.496,11.969,0.463,25.670,0.0164,2.295,4
6024.00,0.494,12.002,0.503,25.603,0.0190,2.477,4
6032.00,0.492,12.010,0.479,25.548,0.0165,2.403,4
6040.00,0.490,12.004,0.460,25.530,0.0158,2.316,4
6048.00,0.488,12.013,0.468,25.478,0.0160,2.367,4
6056.00,0.486,11.975,0.433,25.563,0.0166,2.220,4
6064.00,0.484,11.974,0.506,25.532,0.0172,2.409,3
6072.00,0.482,12.009,0.496,25.498,0.0179,2.433,5
6080.00,0.480,12.024,0.449,25.607,0.0181,2.295,5
6088.00,0.478,12.031,0.441,25.586,0.0187,2.290,4
6096.00,0.476,12.028,0.473,25.624,0.0167,2.324,4
6104.00,0.474,11.977,0.483,25.579,0.0176,2.244,4
6112.00,0.472,12.031,0.502,25.615,0.0174,2.444,4
6120.00,0.470,12.015,0.462,25.643,0.0163,2.244,4
6128.00,0.468,12.084,0.487,25.604,0.0167,2.421,4
6136.00,0.466,12.071,0.456,25.684,0.0143,2.241,4
6144.00,0.464,12.067,0.474,25.656,0.0153,2.264,4
6152.00,0.462,12.071,0.505,25.529,0.0184,2.332,4
6160.00,0.460,12.091,0.499,25.554,0.0161,2.352,4
6168.00,0.458,12.155,0.502,25.580,0.0173,2.416,4
6176.00,0.456,12.282,0.540,25.627,0.0193,2.566,4
6184.00,0.454,12.255,0.460,25.668,0.0176,2.171,4
6192.00,0.452,12.254,0.475,25.628,0.0187,2.229,4
6200.00,0.450,12.191,0.419,25.657,0.0202,2.039,4
6208.00,0.448,12.203,0.478,25.686,0.0178,2.250,4
6216.00,0.446,12.288,0.479,25.693,0.0190,2.365,4
6224.00,0.444,12.240,0.527,25.581,0.0188,2.223,4
6232.00,0.442,12.327,0.465,25.562,0.0195,2.345,4
6240.00,0.440,12.356,0.498,25.621,0.0183,2.301,4
6248.00,0.438,12.330,0.477,25.559,0.0175,2.154,5
6256.00,0.436,12.353,0.478,25.593,0.0179,2.244,4
6264.00,0.434,12.378,0.455,25.618,0.0184,2.206,4
6272.00,0.432,12.389,0.479,25.604,0.0175,2.211,4
6280.00,0.430,12.386,0.435,25.604,0.0159,2.093,5
6288.00,0.428,12.364,0.423,25.563,0.0184,2.051,4
6296.00,0.426,12.378,0.419,25.549,0.0183,2.083,5
6304.00,0.424,12.333,0.455,25.553,0.0154,2.033,4
6312.00,0.422,12.387,0.445,25.527,0.0185,2.178,4
6320.00,0.420,12.350,0.442,25.661,0.0170,2.039,4
6328.00,0.418,12.320,0.432,25.697,0.0167,2.020,4
6336.00,0.416,12.333,0.421,25.689,0.0187,2.028,5
6344.00,0.414,12.358,0.416,25.546,0.0192,2.073,4
6352.00,0.412,12.301,0.428,25.489,0.0194,1.944,4
6360.00,0.410,12.350,0.429,25.519,0.0204,2.117,4
6368.00,0.408,12.378,0.409,25.443,0.0177,2.044,4
6376.00,0.406,12.484,0.458,25.471,0.0177,2.238,4
6384.00,0.404,12.592,0.460,25.488,0.0183,2.232,4
6392.00,0.402,12.566,0.456,25.395,0.0191,2.012,5
6400.00,0.400,12.636,0.387,25.384,0.0190,2.036,4
6408.00,0.398,12.668,0.424,25.488,0.0179,2.016,4
6416.00,0.396,12.766,0.447,25.552,0.0162,2.161,5
6424.00,0.394,12.821,0.435,25.570,0.0190,2.079,4
6432.00,0.392,12.935,0.499,25.435,0.0167,2.282,5
6440.00,0.390,12.994,0.466,25.626,0.0180,2.128,4
6448.00,0.388,13.005,0.390,25.482,0.0165,1.914,4
6456.00,0.386,13.045,0.413,25.467,0.0184,1.965,4
6464.00,0.384,13.131,0.477,25.468,0.0214,2.159,4
6472.00,0.382,13.187,0.400,25.540,0.0173,1.969,5
6480.00,0.380,13.195,0.398,25.551,0.0183,1.901,5
6488.00,0.378,13.281,0.413,25.553,0.0178,2.027,4
6496.00,0.376,13.380,0.397,25.598,0.0166,2.014,5
6504.00,0.374,13.368,0.402,25.511,0.0156,1.855,5
6512.00,0.372,13.436,0.391,25.626,0.0181,1.957,4
6520.00,0.370,13.470,0.434,25.621,0.0186,1.973,4
6528.00,0.368,13.516,0.434,25.603,0.0180,1.959,4
6536.00,0.366,13.557,0.425,25.604,0.0187,1.935,4
6544.00,0.364,13.585,0.424,25.537,0.0180,1.909,4
6552.00,0.362,13.659,0.418,25.594,0.0165,1.980,5
6560.00,0.360,13.733,0.409,25.531,0.0160,1.963,5
6568.00,0.358,13.693,0.407,25.514,0.0163,1.765,5
6576.00,0.356,13.806,0.438,25.532,0.0165,2.061,4
6584.00,0.354,13.960,0.514,25.555,0.0180,2.230,4
6592.00,0.352,13.993,0.339,25.559,0.0192,1.733,4
6600.00,0.350,13.984,0.393,25.518,0.0192,1.771,4
6608.00,0.348,13.897,0.350,25.552,0.0168,1.553,4
6616.00,0.346,13.876,0.431,25.477,0.0179,1.805,5
6624.00,0.344,13.926,0.373,25.489,0.0188,1.799,4
6632.00,0.342,14.001,0.469,25.487,0.0222,1.978,4
6640.00,0.340,14.053,0.425,25.539,0.0171,1.866,4
6648.00,0.338,14.083,0.420,25.512,0.0181,1.842,5
6656.00,0.336,14.062,0.352,25.555,0.0160,1.630,4
6664.00,0.334,14.123,0.402,25.562,0.0179,1.849,4
6672.00,0.332,14.140,0.370,25.602,0.0179,1.684,4
6680.00,0.330,14.174,0.407,25.501,0.0172,1.806,4
6688.00,0.328,14.252,0.364,25.518,0.0193,1.763,4
6696.00,0.326,14.323,0.372,25.560,0.0174,1.759,4
6704.00,0.324,14.311,0.400,25.568,0.0183,1.666,5
6712.00,0.322,14.406,0.409,25.532,0.0190,1.862,4
6720.00,0.320,14.549,0.374,25.588,0.0202,1.886,4
6728.00,0.318,14.614,0.366,25.630,0.0190,1.712,4
6736.00,0.316,14.728,0.412,25.647,0.0173,1.870,5
6744.00,0.314,14.748,0.360,25.586,0.0185,1.644,4
6752.00,0.312,14.841,0.399,25.627,0.0180,1.786,4
6760.00,0.310,14.845,0.368,25.588,0.0178,1.589,4
6768.00,0.308,14.903,0.386,25.601,0.0166,1.712,4
6776.00,0.306,14.976,0.396,25.493,0.0162,1.742,4
6784.00,0.304,14.963,0.364,25.551,0.0168,1.560,5
6792.00,0.302,14.988,0.366,25.502,0.0167,1.593,4
6800.00,0.300,15.100,0.414,25.544,0.0186,1.827,5
6808.00,0.298,15.159,0.397,25.547,0.0201,1.712,4
6816.00,0.296,15.199,0.342,25.548,0.0175,1.579,4
6824.00,0.294,15.162,0.341,25.651,0.0216,1.457,3
6832.00,0.292,15.150,0.370,25.538,0.0223,1.528,5
6840.00,0.290,15.207,0.365,25.515,0.0182,1.640,4
6848.00,0.288,15.230,0.342,25.490,0.0184,1.535,4
6856.00,0.286,15.243,0.333,25.553,0.0183,1.475,4
6864.00,0.284,15.268,0.330,25.526,0.0226,1.503,3
6872.00,0.282,15.304,0.333,25.497,0.0180,1.475,4
6880.00,0.280,15.395,0.370,25.490,0.0184,1.651,4
6888.00,0.278,15.458,0.326,25.440,0.0186,1.540,4
6896.00,0.276,15.418,0.340,25.492,0.0161,1.398,4
6904.00,0.274,15.482,0.323,25.465,0.0174,1.525,4
6912.00,0.272,15.524,0.359,25.445,0.0172,1.522,4
6920.00,0.270,15.593,0.350,25.544,0.0197,1.552,4
6928.00,0.268,15.652,0.315,25.531,0.0190,1.454,4
6936.00,0.266,15.745,0.304,25.408,0.0186,1.445,4
6944.00,0.264,15.752,0.357,25.561,0.0177,1.430,4
6952.00,0.262,15.776,0.319,25.559,0.0158,1.408,5
6960.00,0.260,15.866,0.304,25.431,0.0173,1.473,5
6968.00,0.258,15.875,0.298,25.429,0.0169,1.329,4
6976.00,0.256,15.865,0.275,25.438,0.0167,1.241,4
6984.00,0.254,15.939,0.293,25.405,0.0178,1.399,4
